growing_site_name,address,has_chicago,add_chicago,full_address,Latitude,Longitude,location,ward,community,district_n,ownership,growing_site_website,public_contact_info,facebook,evidence_of_support_organizations,is_growing_site_fenced,is_growing_site_locked,food_producing,compost_system,is_growing_site_dormant,other_support_organization,season_extension_techniques,structures_and_features,water,choose_growing_site_types,community_garden,if_it_s_a_community_garden_is_it_collective_or_allotment,neighborhood
Mark T. Skinner West Elementary School,1260 W Adams St,TRUE,Chicago IL,1260 W Adams St Chicago IL,41.8793561,-87.6591146,"[41.8793561,-87.6591146]",27,NEAR WEST SIDE,2,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Morse School Bird Habitat,613 N Sawyer Ave,TRUE,Chicago IL,613 N Sawyer Ave Chicago IL,41.892313,-87.707321,"[41.892313,-87.707321]",27,HUMBOLDT PARK,1,NeighborSpace,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Mycelia Project (Whitney M. Young Magnet High School),211 N Laflin St,TRUE,Chicago IL,211 N Laflin St Chicago IL,41.8855037,-87.664286,"[41.8855037,-87.6642859999999]",27,NEAR WEST SIDE,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Noble St Chtr - Chicago Bulls College Prep,2040 W Adams Chicago IL,FALSE,,2040 W Adams Chicago IL,41.8793077,-87.6785173,"[41.8793077,-87.6785173]",27,NEAR WEST SIDE,2,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Payton College Prep High School (Walter),1034 N Wells St,TRUE,Chicago IL,1034 N Wells St Chicago IL,41.9018767,-87.6357827,"[41.9018767,-87.6357827]",27,NEAR NORTH SIDE,12,,,,,,,,FALSE,FALSE,FALSE,,Greenhouse,,,School Garden,FALSE,,
Polaris Charter Academy (Formerly Morse),620 N Sawyer Ave,TRUE,Chicago IL,620 N Sawyer Ave Chicago IL,41.8923065,-87.7081379,"[41.8923065,-87.7081379]",27,HUMBOLDT PARK,1,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Salazar Elementary Bilingual Center (Rueben),160 W Wendell St,TRUE,Chicago IL,160 W Wendell St Chicago IL,41.9015925,-87.633792,"[41.9015925,-87.633792]",27,NEAR NORTH SIDE,3,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Schiller School Garden (Fredrick von),640 W Scott St,TRUE,Chicago IL,640 W Scott St Chicago IL,41.9052766,-87.6452403,"[41.9052766,-87.6452403]",27,NEAR NORTH SIDE,3,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Skinner North Classical School,1443 N Ogden Ave,TRUE,Chicago IL,1443 N Ogden Ave Chicago IL,41.9072968,-87.6455495,"[41.9072968,-87.6455495]",27,NEAR NORTH SIDE,3,Chicago Public Schools,,,,The Kitchen Community,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Suder Montessori Magnet Elementary School Garden (Henry),2022 W Washington Blvd,TRUE,Chicago IL,2022 W Washington Blvd Chicago IL,41.8834427,-87.6772965,"[41.8834427,-87.6772965]",27,NEAR WEST SIDE,2,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Ward Elementary School (Laura S.),646 N Lawndale Ave Chicago IL,FALSE,,646 N Lawndale Ave Chicago IL,41.8931264,-87.7190775,"[41.8931264,-87.7190775]",27,HUMBOLDT PARK,1,Chicago Public Schools,,,,The Kitchen Community,,,TRUE,FALSE,FALSE,,,,,School Garden,FALSE,,
Big Delicious Planet,412 N Wolcott Ave,TRUE,Chicago IL,412 N Wolcott Ave Chicago IL,41.8891864,-87.6750884,"[41.8891864,-87.6750884]",27,WEST TOWN,2,Private,http://www.bigdeliciousplanet.com/our-urban-farm-yields-fresh-edibles-in-chicago/,312-455-1019,https://www.facebook.com/pages/BIG-DELICIOUS-PLANET/174522720675,,,,TRUE,TRUE,FALSE,,,Compost System  Washing Area / Sinks  Shed / Storage box  Seating Area,On site water source,Restaurant / Catering Garden,FALSE,,
Chicago FarmWorks,407 N Kedzie,TRUE,Chicago IL,407 N Kedzie Chicago IL,41.88858,-87.705994,"[41.88858,-87.7059939999999]",27,HUMBOLDT PARK,1,NeighborSpace,http://www.heartlandalliance.org/whatwedo/our-programs/directory/chicago-farmworks-urban-farm.html,,,NeighborSpace,,,TRUE,FALSE,FALSE,,,,,Pantry Garden  Food Donation  Urban Farm,FALSE,,
Chicago Honey Co-op Green rooftop at Christy Webber Landscaping,2900 W Ferdinand St,TRUE,Chicago IL,2900 W Ferdinand St Chicago IL,41.8902438,-87.6987261,"[41.8902438,-87.6987261]",27,HUMBOLDT PARK,1,,http://www.chicagohoneycoop.com/,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
City Farm Chicago,1204 N. Clybourn,TRUE,Chicago IL,1204 N. Clybourn Chicago IL,41.9042486,-87.6405411,"[41.9042486,-87.6405411]",27,NEAR NORTH SIDE,3,,http://www.resourcecenterchicago.org/70thfarm.html,cityfarm@resourcecenterchicago.org,https://www.facebook.com/CityFarmChicago,,TRUE,,TRUE,TRUE,FALSE,The Resource Center,Hoop house  Cloche,Farm Stand,,Urban Farm  Demo / Training / Program,FALSE,,
Eckhart Park Community Garden,1330 W Chicago Ave  Chicago  IL 60642  USA,FALSE,,1330 W Chicago Ave  Chicago  IL 60642  USA,41.89657,-87.6619992,"[41.89657,-87.6619992]",27,WEST TOWN,2,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,,,,On site water source,Community Garden,TRUE,,
UnionPark Harvest Garden,1501 W Randolph St  Chicago  IL 60607  USA,FALSE,,1501 W Randolph St  Chicago  IL 60607  USA,41.8843679,-87.664524,"[41.8843679,-87.664524]",27,NEAR WEST SIDE,2,Chicago Park District,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,,,Teaching Area,On site water source,Demo / Training / Program,FALSE,Allotment,
Jelly Bean Garden,2125 W Adams St  Chicago  IL 60612  USA,FALSE,,2125 W Adams St  Chicago  IL 60612  USA,41.8784644,-87.6800484,"[41.8784644,-87.6800483999999]",27,NEAR WEST SIDE,2,NeighborSpace,http://neighbor-space.org/2012/06/23/jelly-bean-garden/,DeWayne Jefferson at 618-708-1200 or ggnchicago@gmail.com,,NeighborSpace,TRUE,FALSE,FALSE,,FALSE,,,,,Community Garden,TRUE,,
KeHoMaCoCo Garden,313 S Richmond St  Chicago  IL 60612  USA,FALSE,,313 S Richmond St  Chicago  IL 60612  USA,41.8769947,-87.6995573,"[41.8769947,-87.6995573]",27,CHICAGO,2,NeighborSpace,http://neighbor-space.org/2012/05/21/kehomacoco-garden/,Barbara Keller killarine@ameritech.net,,NeighborSpace,,,,,,,,,,,TRUE,,
LeClaire Garden,415 N LeClaire Ave  Chicago  IL 60644  USA,FALSE,,415 N LeClaire Ave  Chicago  IL 60644  USA,41.888321,-87.752564,"[41.888321,-87.7525639999999]",27,HUMBOLDT PARK,1,NeighborSpace,http://neighbor-space.org/2012/06/23/leclaire-community-garden/,,,NeighborSpace,,,FALSE,,FALSE,Austin Green Team,,,,,TRUE,,
Harvest Commons,1517 W Warren Blvd  Chicago  IL 60607  USA,FALSE,,1517 W Warren Blvd  Chicago  IL 60607  USA,41.8822825,-87.6660808,"[41.8822825,-87.6660808]",27,NEAR WEST SIDE,2,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,,Hoop house,Compost System  Shed / Storage box  Seating Area  Covered Area,On site water source,,,,
The Roof Crop LLC,1516 W Carroll Ave  Chicago  IL 60607  USA,FALSE,,1516 W Carroll Ave  Chicago  IL 60607  USA,41.8876644,-87.6652479,"[41.8876644,-87.6652479]",27,NEAR WEST SIDE,2,Private,https://theroofcropllc.myshopify.com/collections/winter-pantry,(312) 690-7048,https://www.facebook.com/THEROOFCROP/,,TRUE,TRUE,TRUE,FALSE,FALSE,,Cloche  Cold Frame,,Irrigation System  On site water source,Rooftop,FALSE,,
The Roof Crop (Ace Hotel),311 N Morgan St  Chicago  IL 60607  USA,FALSE,,311 N Morgan St  Chicago  IL 60607  USA,41.8874728,-87.6518921,"[41.8874728,-87.6518921]",27,NEAR WEST SIDE,2,,https://www.theroofcrop.com/,(312) 690-7046,https://www.facebook.com/THEROOFCROP/,,,TRUE,TRUE,,FALSE,,,,Irrigation System,Rooftop,FALSE,,
The Roof Crop (LG Carpenter),312 N Carpenter St  Chicago  IL 60607  USA,FALSE,,312 N Carpenter St  Chicago  IL 60607  USA,41.8871998,-87.6536875,"[41.8871998,-87.6536874999999]",27,NEAR WEST SIDE,2,Private,https://www.theroofcrop.com/,(312) 690-7046,https://www.facebook.com/THEROOFCROP/,,,TRUE,TRUE,,FALSE,,,,Irrigation System,Rooftop,FALSE,,
The Roof Crop (Anthopologie),1000 W Randolph St  Chicago  IL 60607  USA,FALSE,,1000 W Randolph St  Chicago  IL 60607  USA,41.8845801,-87.6523948,"[41.8845801,-87.6523948]",27,NEAR WEST SIDE,2,Private,https://www.theroofcrop.com/,(312) 690-7046,https://www.facebook.com/THEROOFCROP/,,,TRUE,TRUE,,FALSE,,,,Irrigation System,Rooftop,FALSE,,
Herban Produce,2900 W Van Buren. Chicago  IL 60612,FALSE,,2900 W Van Buren. Chicago  IL 60612,41.8762412,-87.6988285,"[41.8762412,-87.6988284999999]",27,CHICAGO,2,,,,,,,,,,,,,,,,,,
Suder Peace Garden,2022 W. Washington Chicago  IL 60612,FALSE,,2022 W. Washington Chicago  IL 60612,41.8834427,-87.6772965,"[41.8834427,-87.6772965]",27,NEAR WEST SIDE,2,Chicago Public Schools,,suderpeacegarden@gmail.com,https://www.facebook.com/groups/1687086738186057,,TRUE,TRUE,TRUE,,FALSE,,Greenhouse,Shed / Storage box  Grill / Cooking Station  Artwork / Scultptures  Educational Signage,On site water source,School Garden,FALSE,,
Jefferson Alternative HS (Nancy B.) - Citizens Committee,1100 S Hamilton,TRUE,Chicago IL,1100 S Hamilton Chicago IL,41.867557,-87.6812213,"[41.867557,-87.6812212999999]",27,NEAR WEST SIDE,2,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden,FALSE,,
Artists' Garden,8931 S Brandon Ave,TRUE,Chicago IL,8931 S Brandon Ave Chicago IL,41.733225,-87.546639,"[41.733225,-87.546639]",10,SOUTH CHICAGO,4,NeighborSpace,http://neighbor-space.org/2012/06/15/artists-garden/,,,NeighborSpace,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area  Shed / Storage box  Artwork / Sculptures  Covered Area,On site water source,Community Garden  Pantry Garden,,,
Bush Community Garden of Hope,8501 S Buffalo Ave,TRUE,Chicago IL,8501 S Buffalo Ave Chicago IL,41.7410054,-87.5438059,"[41.7410054,-87.5438059]",10,SOUTH CHICAGO,4,NeighborSpace,http://neighbor-space.org/2012/06/15/bush-community-garden-of-hope/,,,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Shed / Storage box  Information Kiosk,On site water source,Community Garden,,Allotment  Collective,
Bush Childrens Community Garden of Hope,8457 S Buffalo Ave,TRUE,Chicago IL,8457 S Buffalo Ave Chicago IL,41.741316,-87.54385,"[41.741316,-87.5438499999999]",10,SOUTH CHICAGO,4,NeighborSpace,http://neighbor-space.org/2011/12/21/bush-community-garden-of-hope-childrens-expansion-garden/,,,,FALSE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area,On site water source,Community Garden,,Allotment,
Community Exchange Garden,8805 S Exchange Ave,TRUE,Chicago IL,8805 S Exchange Ave Chicago IL,41.7352708,-87.5525534,"[41.7352708,-87.5525534]",10,SOUTH CHICAGO,4,NeighborSpace,,Centro Comunitario Juan Diego Phone:  (773) 731-0109,,NeighborSpace,TRUE,TRUE,TRUE,FALSE,FALSE,,,Information Kiosk  Information Kiosk  Seating Area,On site water source,Community Garden  School Garden,TRUE,Collective,
Knowledge Hookup,3457 E 106th St,TRUE,Chicago IL,3457 E 106th St Chicago IL,41.7025636,-87.5390776,"[41.7025636,-87.5390776]",10,EAST SIDE,4,,http://www.knowledgehookup.org/,,https://www.facebook.com/pages/Knowledge-Hook-Up/137593262973757,,TRUE,TRUE,TRUE,,FALSE,,,Seating Area  Shed / Storage box  Electricity Outlet  Covered Area,Hose connected to private property,,,Allotment,
Victory Garden,8911 S Exchange Ave,TRUE,Chicago IL,8911 S Exchange Ave Chicago IL,41.7332492,-87.552348,"[41.7332492,-87.552348]",10,SOUTH CHICAGO,4,NeighborSpace,,Centro Comunitario Juan Diego phone:  (773) 731-0109,,NeighborSpace,TRUE,FALSE,TRUE,FALSE,FALSE,,,Information Kiosk  Information Kiosk  Seating Area,On site water source,Community Garden  Community Garden  School Garden,TRUE,Collective,
Addams Elementary School Garden (Jane),10810 S Ave H,TRUE,Chicago IL,10810 S Ave H Chicago IL,41.6979098,-87.5337484,"[41.6979098,-87.5337484]",10,EAST SIDE,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,Collective  Collective  Unclear,
Douglas Taylor Elementary School,9912 S Avenue H,TRUE,Chicago IL,9912 S Avenue H Chicago IL,41.7153792,-87.5332993,"[41.7153792,-87.5332993]",10,EAST SIDE,4,Chicago Public Schools,,,,The Kitchen Community,TRUE,TRUE,TRUE,FALSE,FALSE,,,Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Artwork / Sculptures  Covered Area  Covered Area  Covered Area  Covered Area  Seating Area  Seating Area  Seating Area  Teaching Area  Teaching Area  Handicap accessible bed,Irrigation System  Irrigation System  On site water source,School Garden,FALSE,,
Gallistel Elementary Language Academy (Matthew),10200 S Ave J,TRUE,Chicago IL,10200 S Ave J Chicago IL,41.7097619,-87.5344665,"[41.7097619,-87.5344665]",10,EAST SIDE,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Grissom Elementary School (Virgil),12816 S Escanaba Ave,TRUE,Chicago IL,12816 S Escanaba Ave Chicago IL,41.6623707,-87.5535565,"[41.6623707,-87.5535565]",10,HEGEWISCH,4,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Marsh School (John L.),9810 S Exchange,TRUE,Chicago IL,9810 S Exchange Chicago IL,41.7167689,-87.5531268,"[41.7167689,-87.5531268]",10,SOUTH DEERING,4,,,,,,,,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Mireles Elementary Academy (Arnold),9000 S Exchange,TRUE,Chicago IL,9000 S Exchange Chicago IL,41.7310266,-87.5529521,"[41.7310266,-87.5529521]",10,SOUTH CHICAGO,4,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification,FALSE,,
Washington High School (George),3535 E 114th St,TRUE,Chicago IL,3535 E 114th St Chicago IL,41.6875577,-87.5388128,"[41.6875577,-87.5388128]",10,EAST SIDE,4,Chicago Public Schools,,George Washington High School Phone: (773) 535-5725,,,TRUE,TRUE,FALSE,FALSE,FALSE,,,Shed / Storage box  Shed / Storage box  Shed / Storage box  Shed / Storage box  Shed / Storage box  Shed / Storage box  Shed / Storage box  Teaching Area  Teaching Area  Teaching Area  Teaching Area  Teaching Area  Teaching Area  Seating Area  Seating Area  Seating Area  Seating Area  Seating Area  Water Feature (ponds  fountain)  Water Feature (ponds  fountain)  Water Feature (ponds  fountain)  Water Feature (ponds  fountain)  Washing Area / Sinks  Washing Area / Sinks  Washing Area / Sinks  Grill / Cooking Station  Grill / Cooking Station  Artwork / Sculptures,On site water source,School Garden  Ornamental / Beautification,FALSE,,
Mann Park Harvest Garden,13000 S Carondolet Ave  Chicago  IL 60633  USA,FALSE,,13000 S Carondolet Ave  Chicago  IL 60633  USA,41.6564333,-87.5509142,"[41.6564333,-87.5509142]",10,HEGEWISCH,4,Chicago Park District,,,,,FALSE,FALSE,TRUE,,FALSE,,,Teaching Area,On site water source,,FALSE,Unclear,
Hoxie Prairie Garden,2610 E 106th St  Chicago  IL 60617  USA,FALSE,,2610 E 106th St  Chicago  IL 60617  USA,41.7029452,-87.5601299,"[41.7029451999999,-87.5601298999999]",10,SOUTH DEERING,4,NeighborSpace,http://neighbor-space.org/2012/06/17/hoxie-prairie-garden-2/,,,NeighborSpace  OpenLands,TRUE,TRUE,FALSE,,FALSE,,,,,,TRUE,,
South Chicago People's Park,3257 E 91st St  Chicago  IL 60617  USA,FALSE,,3257 E 91st St  Chicago  IL 60617  USA,41.729912,-87.544453,"[41.729912,-87.5444529999999]",10,SOUTH CHICAGO,4,NeighborSpace,http://neighbor-space.org/2011/05/20/south-chicago-peoples-park/,Tasha Baker tashab@claretianassociates.org,,NeighborSpace,TRUE,FALSE,FALSE,,FALSE,,,,,Ornamental / Beautification,TRUE,,
South Chicago Farm,9000 S. Green Bay Road  Chicago 60617,FALSE,,9000 S. Green Bay Road  Chicago 60617,41.731876,-87.541951,"[41.731876,-87.541951]",10,EAST SIDE,4,Chicago Park District,https://urbangrowerscollective.org/project/southchicago/,773-376-8882,,,TRUE,TRUE,TRUE,TRUE,FALSE,Urban Growers Collective,Hoop house  Greenhouse,Washing Area / Sinks  Shed / Storage box  Fire Pit  Covered Area  Artwork / Scultptures  Teaching Area  Seating Area  Handicap accessible bed  Educational Signage,Irrigation System  On site water source,Urban Farm  Community Farm  Community Garden  Demo / Training / Program  Ornamental / Beautification  Habitat / Conservation / Prairie  Orchard  Apiary  Food Donation,FALSE,,
Senior Suites of Hegewisch,13550 S. Avenue O Chicago  IL 60633,FALSE,,13550 S. Avenue O Chicago  IL 60633,41.6485839,-87.5403382,"[41.6485839,-87.5403382]",10,HEGEWISCH,4,Private,www.threelittlebirdsgardens.org,phone: 872-212-3353,,,FALSE,FALSE,TRUE,FALSE,FALSE,,,Seating Area,On site water source,(Assisted) Housing  Food Donation  Pantry  Community Garden  Habitat / Conservation / Prairie,TRUE,Allotment,
Ward Elementary School (James) - Cabbage Patch Kids,2700 S Shields,TRUE,Chicago IL,2700 S Shields Chicago IL,41.8440242,-87.6354591,"[41.8440242,-87.6354590999999]",11,CHICAGO,11,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,No apparent water source,School Garden  Ornamental / Beautification,FALSE,Unclear,
Armour School Garden (Philip D.),950 W 33rd Pl,TRUE,Chicago IL,950 W 33rd Pl Chicago IL,41.8340213,-87.6498662,"[41.8340213,-87.6498661999999]",11,CHICAGO,11,,,,,,,,TRUE,FALSE,FALSE,,,,,School Garden  Habitat / Conservation / Prairie,FALSE,,
Benton House Backyard Botany,3052 Ma Benton Ln,TRUE,Chicago IL,3052 Ma Benton Ln Chicago IL,41.8388888,-87.6540859,"[41.8388888,-87.6540859]",11,CHICAGO,11,,http://www.bentonhouse.org/,,https://www.facebook.com/pages/Benton-House/209636019070984,,TRUE,FALSE,TRUE,,FALSE,,Cold Tunnel,Compost System  Washing Area / Sinks  Seating Area  Play Area,Hose connected to private property,Community Garden  Pantry Garden  Urban Farm  Food Donation,TRUE,,
Graham Elementary School (Alexander),4436 S Union Chicago IL,FALSE,,4436 S Union Chicago IL,41.8130967,-87.6438535,"[41.8130967,-87.6438534999999]",11,NEW CITY,11,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,Collective,
Holden Elementary School (Charles N.),1104 W 31st St,TRUE,Chicago IL,1104 W 31st St Chicago IL,41.8381006,-87.6541516,"[41.8381006,-87.6541515999999]",11,CHICAGO,11,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,School Garden  Ornamental / Beautification  Habitat / Conservation / Prairie,FALSE,,
Mary Zepeda Native Garden (El Hogar Del Nino Daycare),1423 W 17th Place,TRUE,Chicago IL,1423 W 17th Place Chicago IL,41.8585081,-87.6624183,"[41.8585080999999,-87.6624183]",11,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,El Hogar Del Nino Daycare  Federacion de Clubes MichoacÃ¡nos en Illinois (FEDECMI)  Pilsen Rights and Reform Organization (P.E.R.R.O),,,,School Garden  Demo / Training / Program,FALSE,,
Sheridan Elementary Math & Science Academy (Mark),533 W 27th St,TRUE,Chicago IL,533 W 27th St Chicago IL,41.8433706,-87.6407433,"[41.8433706,-87.6407433]",11,CHICAGO,11,,,,,,,,TRUE,TRUE,FALSE,,,,On site water source,School Garden  Food Donation,FALSE,,
Walsh Elementary School Garden (John A.),2031 S Peoria St Chicago IL,FALSE,,2031 S Peoria St Chicago IL,41.8543824,-87.6478942,"[41.8543824,-87.6478942]",11,CHICAGO,7,,,,,,,,FALSE,FALSE,FALSE,,,,,,FALSE,,
Chicago Honey Co-op site at Testa Produce,4555 S Racine Ave,TRUE,Chicago IL,4555 S Racine Ave Chicago IL,41.8105808,-87.6535696,"[41.8105808,-87.6535696]",11,NEW CITY,11,,http://www.chicagohoneycoop.com/,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,,
Heirloom Farm (Hull House Museum),800 S Halsted St,TRUE,Chicago IL,800 S Halsted St Chicago IL,41.871345,-87.6474573,"[41.871345,-87.6474573]",11,NEAR WEST SIDE,2,Private,http://www.uic.edu/jaddams/hull/_programsevents/_farm/farm.html,,,U of I Extension,TRUE,TRUE,TRUE,FALSE,FALSE,,,Educational Signage,On site water source,Urban Farm,FALSE,,
Pleasant Farms,964 West 31st Street,TRUE,Chicago IL,964 West 31st Street Chicago IL,41.8381435,-87.6512729,"[41.8381435,-87.6512729]",11,CHICAGO,11,,http://pleasantfarmschicago.com/,,,,,,TRUE,FALSE,FALSE,,,,,Urban Farm,FALSE,Collective,
Emerald Triangle Garden,2100 S Emerald Ave  Chicago  IL 60608  USA,FALSE,,2100 S Emerald Ave  Chicago  IL 60608  USA,41.8539576,-87.6458578,"[41.8539576,-87.6458578]",11,CHICAGO,7,NeighborSpace,,Al DiFranco aldifranco@aol.com,,NeighborSpace,,FALSE,FALSE,,FALSE,,,,On site water source,,TRUE,,
1016 W 31st Pl,1016 W 31st Pl  Chicago  IL 60608  USA,FALSE,,1016 W 31st Pl  Chicago  IL 60608  USA,41.8372803,-87.6519044,"[41.8372803,-87.6519043999999]",11,CHICAGO,11,Private,,,,,FALSE,FALSE,TRUE,,,,,,,Urban Farm,FALSE,,
Bridgeport Victory Garden,3300 S. Morgan  Chicago 60608,FALSE,,3300 S. Morgan  Chicago 60608,41.8342559,-87.6513788,"[41.8342559,-87.6513787999999]",11,CHICAGO,11,Privately owned  but not by the gardeners. The owner allows us to garden there  but not sure if we'll be there past 2020.,,mrnicklucas@gmail.com,https://www.facebook.com/Bridgeport-Victory-Gardens-1430164577197388/,,FALSE,FALSE,TRUE,FALSE,FALSE,Co-Prosperity Sphere,,Shed / Storage box  Seating Area,Rain collection system ( rain barrels  cisterns),Community Garden,TRUE,,
Sofia's Garden,2614 W Evergreen Ave,TRUE,Chicago IL,2614 W Evergreen Ave Chicago IL,41.9059193,-87.6926826,"[41.9059193,-87.6926826]",26,WEST TOWN,8,,,,,,TRUE,TRUE,FALSE,,FALSE,,,,,,,Allotment,
Bon Appetit,1228 N Kedzie Ave,TRUE,Chicago IL,1228 N Kedzie Ave Chicago IL,41.9036087,-87.7071749,"[41.9036087,-87.7071749]",26,HUMBOLDT PARK,8,,,,,,TRUE,TRUE,TRUE,,FALSE,,Greenhouse,Compost System  Seating Area  Play Area  Shed / Storage box,City Fire Hydrant  Rain collection system ( rain barrels  cisterns),Community Garden,,,
Campbell Community Garden,1357 N Campbell Ave,TRUE,Chicago IL,1357 N Campbell Ave Chicago IL,41.906516,-87.6892757,"[41.906516,-87.6892757]",26,WEST TOWN,8,NeighborSpace,http://neighbor-space.org/2012/07/15/campbell-community-garden/,,https://www.facebook.com/CampbellCoOpCommunityGarden,,TRUE,TRUE,TRUE,,FALSE,,,Compost System  Seating Area  Artwork / Sculptures,On site water source,Community Garden,,Allotment  Collective,
El Coqui Garden,2600 W Crystal St,TRUE,Chicago IL,2600 W Crystal St Chicago IL,41.9042085,-87.6920867,"[41.9042085,-87.6920866999999]",26,WEST TOWN,8,NeighborSpace,http://neighbor-space.org/2011/05/20/el-coqui-garden/,elcoquigarden@neighbor-space.org,,,TRUE,FALSE,TRUE,,FALSE,,,Compost System  Seating Area  Play Area  Performance Area  Artwork / Sculptures  Covered Area,On site water source,Community Garden,,Allotment  Collective,
